Surah Number,Ayah Number,URL to Recording,Age,Country,Gender,Qiraah,Recitation Mode,Timestamp of Recording Submission,Has This Recording Been Evaluated?
56,49,www.tarteel.io/media/56_49_3856800688.wav,-1,N/A,N/A,N/A,continuous,2018-12-24 07:04:36.466941+00:00,False
16,2,www.tarteel.io/media/16_2_4110059425.wav,-1,N/A,N/A,N/A,,2018-08-28 17:57:48.064161+00:00,False
20,40,www.tarteel.io/media/20_40_3942008333.wav,-1,N/A,N/A,N/A,continuous,2018-11-28 01:38:09.954639+00:00,False
4,16,www.tarteel.io/media/4_16_1539364441.wav,-1,N/A,N/A,N/A,continuous,2018-12-27 02:25:27.316471+00:00,False
18,31,www.tarteel.io/media/18_31_2642471120.wav,-1,N/A,N/A,N/A,continuous,2018-12-28 21:36:16.098410+00:00,False
14,8,www.tarteel.io/media/14_8_3987604435.wav,-1,N/A,N/A,N/A,,2018-08-31 23:56:32.908371+00:00,False
85,12,www.tarteel.io/media/85_12_511622702.wav,-1,N/A,N/A,N/A,continuous,2018-12-24 23:52:43.268950+00:00,False
78,13,www.tarteel.io/media/78_13_74589083.wav,-1,N/A,N/A,N/A,continuous,2018-11-14 16:36:12.625188+00:00,False
46,29,www.tarteel.io/media/46_29_1528940624.wav,-1,N/A,N/A,N/A,continuous,2018-11-25 18:14:10.410531+00:00,False
36,1,www.tarteel.io/media/36_1_2278095669.wav,-1,N/A,N/A,N/A,discrete,2018-11-06 13:25:59.798470+00:00,False
27,82,www.tarteel.io/media/27_82_1470132170.wav,-1,N/A,N/A,N/A,continuous,2018-12-04 03:42:02.089327+00:00,False
10,62,www.tarteel.io/media/10_62_2905756327.wav,19,EG,male,notsure,discrete,2018-11-24 23:28:28.016459+00:00,False
78,12,www.tarteel.io/media/78_12_3462840761.wav,-1,N/A,N/A,N/A,discrete,2018-11-27 22:02:17.623542+00:00,False
66,11,www.tarteel.io/media/66_11_3889967797.wav,-1,N/A,N/A,N/A,continuous,2018-12-04 00:31:30.812305+00:00,False
19,94,www.tarteel.io/media/19_94_2314516420.wav,-1,N/A,N/A,N/A,continuous,2018-10-07 20:09:39.256749+00:00,False
84,14,www.tarteel.io/media/84_14_3404330531.wav,19,PK,male,Hafs,continuous,2018-11-25 06:06:02.162887+00:00,False
11,97,www.tarteel.io/media/11_97_3571619598.wav,-1,N/A,N/A,N/A,continuous,2018-11-23 18:10:48.379146+00:00,False
19,23,www.tarteel.io/media/19_23_1580087003.wav,-1,N/A,N/A,N/A,continuous,2018-12-28 18:12:12.013238+00:00,False
21,95,www.tarteel.io/media/21_95_3893222660.wav,-1,N/A,N/A,N/A,continuous,2018-11-28 02:00:37.203504+00:00,False
23,6,www.tarteel.io/media/23_6_1919396914.wav,26,IN,male,Hafs,discrete,2018-11-24 07:51:55.943569+00:00,False
15,78,www.tarteel.io/media/15_78_1542152117.wav,-1,N/A,N/A,N/A,,2018-09-02 18:29:39.106230+00:00,False
33,44,www.tarteel.io/media/33_44_2098634970.wav,-1,N/A,N/A,N/A,continuous,2018-12-18 20:18:41.082623+00:00,False
20,30,www.tarteel.io/media/20_30_1075208922.wav,-1,N/A,N/A,N/A,continuous,2018-12-30 02:21:32.444749+00:00,False
56,59,www.tarteel.io/media/56_59_1975456513.wav,-1,N/A,N/A,N/A,continuous,2018-12-24 07:05:13.649980+00:00,False
33,23,www.tarteel.io/media/33_23_1476254145.wav,-1,N/A,N/A,N/A,continuous,2018-12-18 20:07:15.127836+00:00,False
92,14,www.tarteel.io/media/92_14_3590379676.wav,-1,N/A,N/A,N/A,continuous,2018-11-02 04:06:54.147785+00:00,False
26,135,www.tarteel.io/media/26_135_836251065.wav,-1,N/A,N/A,N/A,continuous,2018-12-10 16:00:33.700031+00:00,False
7,69,www.tarteel.io/media/7_69_4135623014.wav,-1,N/A,N/A,N/A,continuous,2018-12-06 05:14:17.338179+00:00,False
64,7,www.tarteel.io/media/64_7_952668651.wav,-1,N/A,N/A,N/A,continuous,2018-09-30 11:22:00.197352+00:00,False
55,44,www.tarteel.io/media/55_44_2660959191.wav,-1,N/A,N/A,N/A,continuous,2018-12-26 19:21:15.912258+00:00,False
6,58,www.tarteel.io/media/6_58_3098952118.wav,-1,N/A,N/A,N/A,continuous,2018-12-28 23:20:20.609288+00:00,False
74,26,www.tarteel.io/media/74_26_4120810059.wav,-1,N/A,N/A,N/A,continuous,2018-12-24 22:38:38.701920+00:00,False
69,4,www.tarteel.io/media/69_4_1855880928.wav,-1,N/A,N/A,N/A,discrete,2018-09-20 01:02:52.998747+00:00,False
44,27,www.tarteel.io/media/44_27_3233807995.wav,-1,N/A,N/A,N/A,continuous,2018-10-17 01:39:38.973505+00:00,False
56,37,www.tarteel.io/media/56_37_741465573.wav,-1,N/A,N/A,N/A,continuous,2018-12-22 00:48:43.745992+00:00,False
12,25,www.tarteel.io/media/12_25_3491239360.wav,-1,N/A,N/A,N/A,continuous,2018-11-27 05:10:02.450226+00:00,False
2,9,www.tarteel.io/media/2_9_3980000236.wav,-1,N/A,N/A,N/A,,2018-08-30 00:28:29.854100+00:00,False
79,35,www.tarteel.io/media/79_35_131403155.wav,-1,N/A,N/A,N/A,,2018-09-02 21:22:19.801795+00:00,False
53,51,www.tarteel.io/media/53_51_2332818057.wav,-1,N/A,N/A,N/A,discrete,2018-10-03 23:04:35.797798+00:00,False
2,2,www.tarteel.io/media/2_2_3846375393.wav,-1,N/A,N/A,N/A,,2018-08-30 08:29:57.555633+00:00,False
26,21,www.tarteel.io/media/26_21_3685650861.wav,-1,N/A,N/A,N/A,continuous,2018-10-09 19:51:56.125495+00:00,False
1,6,www.tarteel.io/media/1_6_1027812710.wav,19,EG,male,Hafs,continuous,2018-12-25 05:39:46.978711+00:00,False
25,58,www.tarteel.io/media/25_58_4077019941.wav,-1,N/A,N/A,N/A,continuous,2018-10-01 07:24:37.789963+00:00,False
52,47,www.tarteel.io/media/52_47_261455286.wav,-1,N/A,N/A,N/A,continuous,2018-12-22 00:11:42.484608+00:00,False
20,7,www.tarteel.io/media/20_7_3119845197.wav,-1,N/A,N/A,N/A,continuous,2018-10-10 14:59:51.858505+00:00,False
2,245,www.tarteel.io/media/2_245_1076830164.wav,-1,N/A,N/A,N/A,discrete,2018-12-14 07:32:44.505487+00:00,False
36,26,www.tarteel.io/media/36_26_266388580.wav,-1,N/A,N/A,N/A,continuous,2018-11-07 14:14:26.597686+00:00,False
85,1,www.tarteel.io/media/85_1_2923218871.wav,-1,N/A,N/A,N/A,continuous,2018-12-24 23:49:08.373490+00:00,False
19,1,www.tarteel.io/media/19_1_4105804242.wav,-1,N/A,N/A,N/A,continuous,2018-12-28 21:49:02.231667+00:00,False
56,42,www.tarteel.io/media/56_42_4242864557.wav,-1,N/A,N/A,N/A,,2018-09-03 06:25:44.830241+00:00,False
91,3,www.tarteel.io/media/91_3_1990161542.wav,19,BB,male,notsure,discrete,2018-11-24 06:32:30.532116+00:00,False
4,38,www.tarteel.io/media/4_38_196270786.wav,-1,N/A,N/A,N/A,discrete,2018-12-27 02:36:38.374276+00:00,False
66,9,www.tarteel.io/media/66_9_1298392274.wav,-1,N/A,N/A,N/A,,2018-09-03 19:15:40.061972+00:00,False
82,3,www.tarteel.io/media/82_3_3036225824.wav,-1,N/A,N/A,N/A,,2018-09-04 00:26:23.281768+00:00,False
34,47,www.tarteel.io/media/34_47_1746524030.wav,-1,N/A,N/A,N/A,continuous,2018-12-18 21:19:57.726278+00:00,False
36,46,www.tarteel.io/media/36_46_1901721081.wav,-1,N/A,N/A,N/A,continuous,2018-12-27 18:10:37.019804+00:00,False
47,4,www.tarteel.io/media/47_4_315620937.wav,-1,N/A,N/A,N/A,discrete,2018-09-18 06:23:08.705059+00:00,False
1,6,www.tarteel.io/media/1_6_3964846100.wav,-1,N/A,N/A,N/A,discrete,2018-10-12 18:09:54.601859+00:00,False
7,43,www.tarteel.io/media/7_43_2297880552.wav,-1,N/A,N/A,N/A,continuous,2018-12-20 12:27:03.136742+00:00,False
37,126,www.tarteel.io/media/37_126_4043322748.wav,-1,N/A,N/A,N/A,continuous,2018-12-18 22:13:15.244957+00:00,False
5,54,www.tarteel.io/media/5_54_579942573.wav,-1,N/A,N/A,N/A,continuous,2018-11-25 22:22:59.480518+00:00,False
25,29,www.tarteel.io/media/25_29_1822355298.wav,26,GB,male,notsure,discrete,2018-11-27 22:09:31.813845+00:00,False
36,33,www.tarteel.io/media/36_33_2764852223.wav,-1,N/A,N/A,N/A,continuous,2018-11-13 14:20:48.903282+00:00,False
12,63,www.tarteel.io/media/12_63_3506599405.wav,-1,N/A,N/A,N/A,discrete,2018-11-17 13:02:11.867219+00:00,False
30,28,www.tarteel.io/media/30_28_3000319411.wav,-1,N/A,N/A,N/A,discrete,2018-10-10 14:10:32.303895+00:00,False
68,23,www.tarteel.io/media/68_23_1581466710.wav,-1,N/A,N/A,N/A,continuous,2018-12-25 06:13:16.364417+00:00,False
2,3,www.tarteel.io/media/2_3_215123412.wav,-1,N/A,N/A,N/A,continuous,2018-12-25 00:39:19.709804+00:00,False
44,29,www.tarteel.io/media/44_29_1389997803.wav,-1,N/A,N/A,N/A,continuous,2018-10-17 01:39:50.954665+00:00,False
36,60,www.tarteel.io/media/36_60_969575890.wav,13-18,PK,female,hafs,continuous,2018-12-23 18:20:22.842093+00:00,False
55,40,www.tarteel.io/media/55_40_3296789572.wav,-1,N/A,N/A,N/A,continuous,2018-09-17 10:35:32.617590+00:00,False
4,22,www.tarteel.io/media/4_22_299704290.wav,-1,N/A,N/A,N/A,continuous,2018-12-27 02:28:48.596416+00:00,False
42,37,www.tarteel.io/media/42_37_473973253.wav,-1,N/A,N/A,N/A,continuous,2018-12-14 01:26:53.122197+00:00,False
34,44,www.tarteel.io/media/34_44_182595110.wav,-1,N/A,N/A,N/A,continuous,2018-12-18 21:19:18.371808+00:00,False
95,2,www.tarteel.io/media/95_2_2143448924.wav,-1,N/A,N/A,N/A,continuous,2018-12-02 02:01:37.565167+00:00,False
55,68,www.tarteel.io/media/55_68_3043053883.wav,-1,N/A,N/A,N/A,,2018-09-03 06:20:01.292643+00:00,False
42,10,www.tarteel.io/media/42_10_2405455700.wav,-1,N/A,N/A,N/A,continuous,2018-12-21 00:33:34.569871+00:00,False
19,22,www.tarteel.io/media/19_22_2534969214.wav,-1,N/A,N/A,N/A,continuous,2018-10-07 19:57:28.316398+00:00,False
15,57,www.tarteel.io/media/15_57_2284919713.wav,13,BD,male,Hafs,continuous,2018-12-10 12:30:10.014727+00:00,False
40,13,www.tarteel.io/media/40_13_164779763.wav,-1,N/A,N/A,N/A,continuous,2018-11-02 03:46:16.598307+00:00,False
3,64,www.tarteel.io/media/3_64_1484577925.wav,26,EG,male,Hafs,discrete,2018-12-22 20:30:51.455021+00:00,False
20,41,www.tarteel.io/media/20_41_950318587.wav,13-18,US,female,hafs,continuous,2018-12-02 22:43:26.860312+00:00,False
70,33,www.tarteel.io/media/70_33_2954144333.wav,-1,N/A,N/A,N/A,continuous,2018-12-24 08:20:31.291631+00:00,False
37,130,www.tarteel.io/media/37_130_2981348844.wav,-1,N/A,N/A,N/A,continuous,2018-12-04 02:38:30.753951+00:00,False
20,41,www.tarteel.io/media/20_41_457242816.wav,26,CA,male,Hafs,continuous,2018-11-25 12:52:04.112820+00:00,False
59,21,www.tarteel.io/media/59_21_1543965907.wav,-1,N/A,N/A,N/A,continuous,2018-12-24 07:33:42.910035+00:00,False
56,47,www.tarteel.io/media/56_47_3882942727.wav,-1,N/A,N/A,N/A,,2018-09-03 06:26:19.456612+00:00,False
26,114,www.tarteel.io/media/26_114_4118994983.wav,-1,N/A,N/A,N/A,continuous,2018-12-10 15:58:13.801847+00:00,False
7,97,www.tarteel.io/media/7_97_3750661740.wav,-1,N/A,N/A,N/A,continuous,2018-11-27 02:15:20.967391+00:00,False
74,25,www.tarteel.io/media/74_25_3316308659.wav,-1,N/A,N/A,N/A,continuous,2018-12-24 22:38:36.409041+00:00,False
78,14,www.tarteel.io/media/78_14_3607378456.wav,-1,N/A,N/A,N/A,discrete,2018-11-27 22:02:48.240574+00:00,False
29,62,www.tarteel.io/media/29_62_1381797024.wav,-1,N/A,N/A,N/A,continuous,2018-10-02 20:45:37.301411+00:00,False
89,22,www.tarteel.io/media/89_22_3463496526.wav,-1,N/A,N/A,N/A,continuous,2018-12-25 00:01:09.730585+00:00,False
85,3,www.tarteel.io/media/85_3_3602864882.wav,-1,N/A,N/A,N/A,continuous,2018-12-24 23:51:46.772821+00:00,False
2,41,www.tarteel.io/media/2_41_3177078769.wav,19,IN,female,notsure,continuous,2018-11-29 14:32:33.407335+00:00,False
74,3,www.tarteel.io/media/74_3_3191346097.wav,-1,N/A,N/A,N/A,continuous,2018-11-27 11:55:16.566063+00:00,False
80,34,www.tarteel.io/media/80_34_2070149842.wav,19,BB,male,notsure,discrete,2018-11-24 06:27:02.057037+00:00,False
58,4,www.tarteel.io/media/58_4_3254980886.wav,-1,N/A,N/A,N/A,,2018-09-03 23:39:07.121349+00:00,False
6,79,www.tarteel.io/media/6_79_753617801.wav,-1,N/A,N/A,N/A,continuous,2018-12-28 23:27:27.227794+00:00,False
79,8,www.tarteel.io/media/79_8_3524676353.wav,-1,N/A,N/A,N/A,continuous,2018-12-24 23:25:28.476158+00:00,False
55,28,www.tarteel.io/media/55_28_3249566332.wav,-1,N/A,N/A,N/A,continuous,2018-12-07 17:29:20.126682+00:00,False
15,80,www.tarteel.io/media/15_80_2224509962.wav,-1,N/A,N/A,N/A,continuous,2018-11-28 18:18:27.467227+00:00,False
38,46,www.tarteel.io/media/38_46_4156960214.wav,-1,N/A,N/A,N/A,continuous,2018-11-24 08:10:00.885433+00:00,False
17,91,www.tarteel.io/media/17_91_2241521707.wav,19,BD,male,hafs,discrete,2018-11-29 19:43:53.318586+00:00,False
4,121,www.tarteel.io/media/4_121_2386590154.wav,-1,N/A,N/A,N/A,continuous,2018-11-25 21:47:11.069755+00:00,False
4,1,www.tarteel.io/media/4_1_504861666.wav,-1,N/A,N/A,N/A,continuous,2018-12-27 02:10:10.977582+00:00,False
72,10,www.tarteel.io/media/72_10_3823544762.wav,-1,N/A,N/A,N/A,,2018-08-30 14:13:45.681251+00:00,False
9,129,www.tarteel.io/media/9_129_1308349936.wav,-1,N/A,N/A,N/A,,2018-09-01 14:35:16.029164+00:00,False
83,23,www.tarteel.io/media/83_23_1960277837.wav,-1,N/A,N/A,N/A,continuous,2018-10-21 16:26:49.797973+00:00,False
87,13,www.tarteel.io/media/87_13_2946207395.wav,-1,N/A,N/A,N/A,continuous,2018-12-02 01:54:16.223153+00:00,False
53,16,www.tarteel.io/media/53_16_1577359827.wav,-1,N/A,N/A,N/A,continuous,2018-12-22 00:12:47.038160+00:00,False
36,65,www.tarteel.io/media/36_65_1988238503.wav,-1,N/A,N/A,N/A,continuous,2018-11-07 14:19:32.512098+00:00,False
69,2,www.tarteel.io/media/69_2_141438466.wav,-1,N/A,N/A,N/A,discrete,2018-11-27 23:46:34.904645+00:00,False
55,50,www.tarteel.io/media/55_50_3961378902.wav,-1,N/A,N/A,N/A,continuous,2018-12-26 19:21:40.007068+00:00,False
36,25,www.tarteel.io/media/36_25_1956089907.wav,-1,N/A,N/A,N/A,,2018-08-30 18:07:04.842887+00:00,False
36,2,www.tarteel.io/media/36_2_2523183942.wav,-1,N/A,N/A,N/A,discrete,2018-11-07 01:54:24.914174+00:00,False
28,76,www.tarteel.io/media/28_76_2921533551.wav,-1,N/A,N/A,N/A,continuous,2018-10-31 09:57:21.258269+00:00,False
44,8,www.tarteel.io/media/44_8_875409190.wav,-1,N/A,N/A,N/A,continuous,2018-12-19 22:09:34.161570+00:00,False
105,2,www.tarteel.io/media/105_2_2904032827.wav,13-18,PK,male,Hafs,continuous,2018-12-29 05:37:24.960960+00:00,False
98,6,www.tarteel.io/media/98_6_1041724748.wav,-1,N/A,N/A,N/A,discrete,2018-10-14 07:32:02.919242+00:00,False
9,39,www.tarteel.io/media/9_39_2308201034.wav,-1,N/A,N/A,N/A,discrete,2018-11-25 23:13:24.637756+00:00,False
53,56,www.tarteel.io/media/53_56_1309570503.wav,-1,N/A,N/A,N/A,continuous,2018-09-18 07:41:21.465215+00:00,False
9,129,www.tarteel.io/media/9_129_4280447428.wav,19,PK,male,hafs,continuous,2018-12-28 16:22:03.504543+00:00,False
30,46,www.tarteel.io/media/30_46_3769795589.wav,-1,N/A,N/A,N/A,continuous,2018-12-18 02:05:55.636020+00:00,False
2,105,www.tarteel.io/media/2_105_1441686591.wav,-1,N/A,N/A,N/A,continuous,2018-12-25 10:56:20.334772+00:00,False
36,41,www.tarteel.io/media/36_41_3050225172.wav,-1,N/A,N/A,N/A,,2018-08-30 18:08:56.151249+00:00,False
3,64,www.tarteel.io/media/3_64_3100914018.wav,-1,N/A,N/A,N/A,continuous,2018-12-27 00:33:43.156845+00:00,False
2,115,www.tarteel.io/media/2_115_4062659790.wav,-1,N/A,N/A,N/A,continuous,2018-12-25 10:58:51.324944+00:00,False
69,8,www.tarteel.io/media/69_8_3892503022.wav,-1,N/A,N/A,N/A,continuous,2018-12-24 08:11:58.996510+00:00,False
79,46,www.tarteel.io/media/79_46_3575754500.wav,-1,N/A,N/A,N/A,continuous,2018-11-27 22:13:15.618236+00:00,False
82,15,www.tarteel.io/media/82_15_968757218.wav,-1,N/A,N/A,N/A,continuous,2018-12-02 01:46:33.234461+00:00,False
28,37,www.tarteel.io/media/28_37_1836889339.wav,-1,N/A,N/A,N/A,continuous,2018-12-09 14:49:19.720467+00:00,False
26,116,www.tarteel.io/media/26_116_1667894862.wav,-1,N/A,N/A,N/A,continuous,2018-12-10 15:58:29.106287+00:00,False
84,16,www.tarteel.io/media/84_16_3380608525.wav,-1,N/A,N/A,N/A,continuous,2018-12-02 01:49:51.387643+00:00,False
20,9,www.tarteel.io/media/20_9_2488688023.wav,-1,N/A,N/A,N/A,continuous,2018-11-28 01:35:54.023350+00:00,False
54,8,www.tarteel.io/media/54_8_218133066.wav,-1,N/A,N/A,N/A,continuous,2018-12-22 00:18:25.878216+00:00,False
7,199,www.tarteel.io/media/7_199_1690127581.wav,-1,N/A,N/A,N/A,discrete,2018-11-24 01:05:51.350896+00:00,False
25,20,www.tarteel.io/media/25_20_811223161.wav,-1,N/A,N/A,N/A,continuous,2018-09-19 13:12:28.099387+00:00,False
68,52,www.tarteel.io/media/68_52_2658433157.wav,-1,N/A,N/A,N/A,discrete,2018-11-27 23:46:22.022599+00:00,False
4,63,www.tarteel.io/media/4_63_1542900070.wav,-1,N/A,N/A,N/A,continuous,2018-12-27 02:45:08.776100+00:00,False
109,1,www.tarteel.io/media/109_1_589457325.wav,-1,N/A,N/A,N/A,continuous,2018-12-25 00:35:24.048926+00:00,False
96,16,www.tarteel.io/media/96_16_2565297394.wav,19,PS,male,notsure,discrete,2018-11-25 00:51:47.625793+00:00,False
100,1,www.tarteel.io/media/100_1_38160458.wav,-1,N/A,N/A,N/A,discrete,2018-09-16 06:51:48.197345+00:00,False
26,67,www.tarteel.io/media/26_67_3675694349.wav,-1,N/A,N/A,N/A,continuous,2018-11-24 23:00:52.836965+00:00,False
3,19,www.tarteel.io/media/3_19_2516088985.wav,-1,N/A,N/A,N/A,continuous,2018-12-26 00:52:47.595588+00:00,False
67,8,www.tarteel.io/media/67_8_2247200654.wav,-1,N/A,N/A,N/A,,2018-08-31 10:14:04.887234+00:00,False
17,62,www.tarteel.io/media/17_62_832676369.wav,-1,N/A,N/A,N/A,,2018-09-02 18:36:57.925180+00:00,False
18,74,www.tarteel.io/media/18_74_3366878447.wav,13-18,PK,female,hafs,continuous,2018-12-21 18:25:52.562011+00:00,False
78,4,www.tarteel.io/media/78_4_181456542.wav,-1,N/A,N/A,N/A,continuous,2018-12-02 01:37:42.104350+00:00,False
46,6,www.tarteel.io/media/46_6_2575341911.wav,-1,N/A,N/A,N/A,,2018-09-04 04:58:47.579503+00:00,False
24,46,www.tarteel.io/media/24_46_2640478314.wav,-1,N/A,N/A,N/A,continuous,2018-09-19 13:00:34.613350+00:00,False
2,1,www.tarteel.io/media/2_1_4116800091.wav,19,MA,female,notsure,continuous,2018-12-01 21:37:38.196743+00:00,False
33,4,www.tarteel.io/media/33_4_2977636253.wav,-1,N/A,N/A,N/A,discrete,2018-11-01 04:59:30.836931+00:00,False
20,25,www.tarteel.io/media/20_25_2976267688.wav,26,CA,male,Hafs,continuous,2018-11-25 12:50:34.820095+00:00,False
96,5,www.tarteel.io/media/96_5_2039509393.wav,-1,N/A,N/A,N/A,continuous,2018-09-11 21:20:03.858744+00:00,False
33,32,www.tarteel.io/media/33_32_1762822252.wav,-1,N/A,N/A,N/A,discrete,2018-09-09 18:24:10.999927+00:00,False
36,37,www.tarteel.io/media/36_37_3819793288.wav,-1,N/A,N/A,N/A,continuous,2018-12-27 18:09:35.062758+00:00,False
39,47,www.tarteel.io/media/39_47_3622888898.wav,19,US,male,hafs,discrete,2018-11-26 04:38:32.906107+00:00,False
44,44,www.tarteel.io/media/44_44_684332624.wav,-1,N/A,N/A,N/A,continuous,2018-12-19 22:13:29.543327+00:00,False
18,35,www.tarteel.io/media/18_35_3255004681.wav,13-18,PK,female,hafs,continuous,2018-12-21 18:15:44.602247+00:00,False
25,67,www.tarteel.io/media/25_67_1406885682.wav,-1,N/A,N/A,N/A,continuous,2018-10-01 07:26:34.332774+00:00,False
2,23,www.tarteel.io/media/2_23_2588948791.wav,19,IN,female,notsure,continuous,2018-11-29 14:21:25.932807+00:00,False
36,67,www.tarteel.io/media/36_67_3866662648.wav,-1,N/A,N/A,N/A,,2018-08-30 16:15:46.977493+00:00,False
36,69,www.tarteel.io/media/36_69_1345619324.wav,-1,N/A,N/A,N/A,,2018-08-31 13:06:51.689645+00:00,False
54,5,www.tarteel.io/media/54_5_781158748.wav,-1,N/A,N/A,N/A,continuous,2018-12-22 00:18:06.992636+00:00,False
3,151,www.tarteel.io/media/3_151_1871433799.wav,-1,N/A,N/A,N/A,continuous,2018-11-23 01:13:55.154152+00:00,False
24,45,www.tarteel.io/media/24_45_4151075751.wav,-1,N/A,N/A,N/A,continuous,2018-09-19 13:00:44.939749+00:00,False
6,23,www.tarteel.io/media/6_23_4267643122.wav,-1,N/A,N/A,N/A,continuous,2018-11-25 22:54:35.355513+00:00,False
16,82,www.tarteel.io/media/16_82_2097320527.wav,19,Arab,male,,,2018-08-13 04:46:20.577487+00:00,False
42,15,www.tarteel.io/media/42_15_2330792961.wav,-1,N/A,N/A,N/A,continuous,2018-12-14 01:23:14.113985+00:00,False
73,17,www.tarteel.io/media/73_17_3641986971.wav,-1,N/A,N/A,N/A,continuous,2018-11-07 02:34:39.425521+00:00,False
114,1,www.tarteel.io/media/114_1_1120340760.wav,-1,N/A,N/A,N/A,continuous,2018-10-18 14:16:36.305451+00:00,False
27,12,www.tarteel.io/media/27_12_3289577776.wav,-1,N/A,N/A,N/A,continuous,2018-12-05 01:59:19.569238+00:00,False
56,83,www.tarteel.io/media/56_83_2805261509.wav,-1,N/A,N/A,N/A,continuous,2018-11-28 05:33:09.909367+00:00,False
40,4,www.tarteel.io/media/40_4_2755384292.wav,-1,N/A,N/A,N/A,discrete,2018-11-26 07:20:28.637182+00:00,False
4,95,www.tarteel.io/media/4_95_1382316523.wav,-1,N/A,N/A,N/A,continuous,2018-11-25 21:40:03.101409+00:00,False
38,36,www.tarteel.io/media/38_36_865341437.wav,-1,N/A,N/A,N/A,continuous,2018-11-24 08:08:08.537955+00:00,False
56,46,www.tarteel.io/media/56_46_2498739070.wav,-1,N/A,N/A,N/A,continuous,2018-12-10 17:05:06.892041+00:00,False
59,24,www.tarteel.io/media/59_24_680398319.wav,-1,N/A,N/A,N/A,continuous,2018-12-01 23:33:39.486470+00:00,False
55,71,www.tarteel.io/media/55_71_3718720047.wav,-1,N/A,N/A,N/A,continuous,2018-09-17 10:38:09.470057+00:00,False
46,7,www.tarteel.io/media/46_7_977184360.wav,-1,N/A,N/A,N/A,continuous,2018-10-09 03:44:09.555123+00:00,False
20,21,www.tarteel.io/media/20_21_1313530349.wav,26,CA,male,Hafs,continuous,2018-11-25 12:50:08.980412+00:00,False
40,37,www.tarteel.io/media/40_37_3776513307.wav,-1,N/A,N/A,N/A,discrete,2018-12-09 19:56:25.608506+00:00,False
34,17,www.tarteel.io/media/34_17_2079689057.wav,-1,N/A,N/A,N/A,,2018-08-26 07:28:12.540860+00:00,False
3,5,www.tarteel.io/media/3_5_1793798289.wav,26,DZ,male,Hafs,discrete,2018-12-16 21:17:02.055045+00:00,False
18,47,www.tarteel.io/media/18_47_1910432144.wav,-1,N/A,N/A,N/A,,2018-09-01 03:06:09.758058+00:00,False
68,19,www.tarteel.io/media/68_19_2332242137.wav,-1,N/A,N/A,N/A,continuous,2018-12-25 06:13:01.184819+00:00,False
11,67,www.tarteel.io/media/11_67_3795597588.wav,19,US,male,Hafs,continuous,2018-11-28 21:52:47.062298+00:00,False
20,35,www.tarteel.io/media/20_35_3808015757.wav,-1,N/A,N/A,N/A,continuous,2018-12-30 02:21:55.766299+00:00,False
82,3,www.tarteel.io/media/82_3_1109472746.wav,-1,N/A,N/A,N/A,continuous,2018-11-28 22:35:45.755227+00:00,False
95,3,www.tarteel.io/media/95_3_3170714380.wav,-1,N/A,N/A,N/A,,2018-08-30 03:38:58.975082+00:00,False
16,54,www.tarteel.io/media/16_54_1425338743.wav,36,GF,male,warsh,discrete,2018-12-03 10:05:01.724366+00:00,False
53,27,www.tarteel.io/media/53_27_2684160617.wav,-1,N/A,N/A,N/A,continuous,2018-09-18 07:38:09.997650+00:00,False
72,19,www.tarteel.io/media/72_19_3768369574.wav,-1,N/A,N/A,N/A,,2018-08-31 01:55:44.030910+00:00,False
69,6,www.tarteel.io/media/69_6_1589148296.wav,-1,N/A,N/A,N/A,continuous,2018-12-03 03:05:23.119114+00:00,False
2,5,www.tarteel.io/media/2_5_3337830737.wav,-1,N/A,N/A,N/A,continuous,2018-11-24 03:52:27.210684+00:00,False
113,2,www.tarteel.io/media/113_2_3448560861.wav,19,EG,male,,,2018-08-12 16:48:32.925283+00:00,False
51,48,www.tarteel.io/media/51_48_1141183369.wav,-1,N/A,N/A,N/A,,2018-08-30 21:05:49.026676+00:00,False
22,63,www.tarteel.io/media/22_63_1483031306.wav,19,IN,male,notsure,discrete,2018-11-24 22:40:14.552374+00:00,False
96,3,www.tarteel.io/media/96_3_120255915.wav,-1,N/A,N/A,N/A,,2018-08-30 07:50:28.568605+00:00,False
33,12,www.tarteel.io/media/33_12_353091963.wav,-1,N/A,N/A,N/A,continuous,2018-12-18 20:03:36.970598+00:00,False
2,205,www.tarteel.io/media/2_205_1365541557.wav,-1,N/A,N/A,N/A,discrete,2018-11-29 15:46:34.812655+00:00,False
65,12,www.tarteel.io/media/65_12_1724257898.wav,-1,N/A,N/A,N/A,continuous,2018-09-30 11:24:10.497439+00:00,False
36,53,www.tarteel.io/media/36_53_2523871006.wav,-1,N/A,N/A,N/A,continuous,2018-12-18 21:47:39.727118+00:00,False
2,185,www.tarteel.io/media/2_185_2688904114.wav,-1,N/A,N/A,N/A,continuous,2018-12-25 04:19:35.262296+00:00,False
27,45,www.tarteel.io/media/27_45_1268797778.wav,-1,N/A,N/A,N/A,continuous,2018-12-02 14:45:57.855957+00:00,False
43,82,www.tarteel.io/media/43_82_3411231292.wav,-1,N/A,N/A,N/A,continuous,2018-10-24 11:23:34.405924+00:00,False
79,25,www.tarteel.io/media/79_25_1632747997.wav,-1,N/A,N/A,N/A,continuous,2018-11-28 17:04:42.720039+00:00,False
111,1,www.tarteel.io/media/111_1_2717568117.wav,13,PK,male,notsure,continuous,2018-11-25 04:20:30.605680+00:00,False
